source_file,calc__solid_angle_sr,calc__scattering_rate,calc__saturation_parameter,calc__atom_number_mean,calc__atom_number_std,calc__atom_number_std_err,calc__background_voltage,calc__background_voltage_err,calc__mean_photon_emission_rate,calc__A,calc__A_err,calc__tau,calc__tau_err,calc__V_final,calc__loading_rate_atoms_s,meas__power_at_beam_W,meas__detuning_MHz,meas__natural_linewidth_MHz,meas__R_load_ohm,meas__responsivity_A_per_W,meas__I_sat_W,meas__dist_mot_focuslens_mm,meas__diam_pd3_focuslens_mm,meas__beam_radius_m,meas__Omega_sr,meas__eta_coll
MOT\MOTdata\bfield26A.txt,0.11004041315217922,2585668.2165859034,10.800205409281785,1669125.450628662,803047.515817605,2262.1056783594504,0.13886360346803125,0.0006165395619642216,4315804627185.155,0.0038688729411119074,0.0006091276555524637,0.010055246919953601,0.002498329918611003,0.14273247640914316,165193723.23830462,0.005426,25,38138934.81458009,1000000.0,0.45,17.0,14.5,5.5,0.0043375,0.11004041315217922,0.007881064061869681
