source_file,calc__solid_angle_sr,calc__scattering_rate,calc__saturation_parameter,calc__atom_number_mean,calc__atom_number_std,calc__atom_number_std_err,calc__background_voltage,calc__background_voltage_err,calc__mean_photon_emission_rate,calc__A,calc__A_err,calc__tau,calc__tau_err,calc__V_final,calc__loading_rate_atoms_s,meas__power_at_beam_W,meas__detuning_MHz,meas__natural_linewidth_MHz,meas__R_load_ohm,meas__responsivity_A_per_W,meas__I_sat_W,meas__dist_mot_focuslens_mm,meas__diam_pd3_focuslens_mm,meas__beam_radius_m,meas__Omega_sr,meas__eta_coll
MOTdata\PD30_49.txt,0.11004041315217922,2585668.2165859034,10.800205409281785,317181.2676551488,400754.7049862408,1189.1831008493791,0.08520080574633859,0.0005444198319814976,820125522672.3447,0.0009193731384318776,0.0005435701579628823,0.003809830584480084,0.0034086652724745754,0.08612017888477047,103606728.61874458,0.005426,25,38138934.81458009,1000000.0,0.45,17.0,14.5,5.5,0.0043375,0.11004041315217922,0.007881064061869681
