source_file,calc__solid_angle_sr,calc__scattering_rate,calc__saturation_parameter,calc__atom_number_mean,calc__atom_number_std,calc__atom_number_std_err,calc__background_voltage,calc__background_voltage_err,calc__mean_photon_emission_rate,calc__A,calc__A_err,calc__tau,calc__tau_err,calc__V_final,calc__loading_rate_atoms_s,meas__power_at_beam_W,meas__detuning_MHz,meas__conv_VMHz,meas__natural_linewidth_MHz,meas__R_load_ohm,meas__responsivity_A_per_W,meas__I_sat_W,meas__dist_mot_focuslens_mm,meas__diam_pd3_focuslens_mm,meas__beam_radius_m,meas__Omega_sr,meas__eta_coll
MOT copy\MOTdata\drop4.txt,0.11004041315217922,3726401.191026748,10.800205409281785,1522692.2317734284,577093.6307927462,942.9634490077552,0.146037364293897,0.00013552942408489414,5674162146047.681,0.010488649834070145,0.0006184167871219807,0.33909008427206755,0.039996679672715606,0.15652601412796713,9214876.046665564,0.005426,-20.00999999999749,1.4492753623188405e-05,38138934.81458009,1000000.0,0.45,17.0,14.5,5.5,0.0043375,0.11004041315217922,0.007881064061869681
