source_file,calc__solid_angle_sr,calc__scattering_rate,calc__saturation_parameter,calc__atom_number_mean,calc__atom_number_std,calc__atom_number_std_err,calc__background_voltage,calc__background_voltage_err,calc__mean_photon_emission_rate,calc__A,calc__A_err,calc__tau,calc__tau_err,calc__V_final,calc__loading_rate_atoms_s,meas__power_at_beam_W,meas__detuning_MHz,meas__natural_linewidth_MHz,meas__R_load_ohm,meas__responsivity_A_per_W,meas__I_sat_W,meas__dist_mot_focuslens_mm,meas__diam_pd3_focuslens_mm,meas__beam_radius_m,meas__Omega_sr,meas__eta_coll
MOTdata\bfield8A.txt,0.11004041315217922,2585668.2165859034,10.800205409281785,498645.8867169097,346518.4961733979,708.626781540691,0.11730689600658713,0.00017046144724237766,1289332820615.2083,0.001200674834910148,0.00016550450770662665,0.029187824506613228,0.00701041663512824,0.11850757084149728,17661415.028257888,0.005426,25,38138934.81458009,1000000.0,0.45,17.0,14.5,5.5,0.0043375,0.11004041315217922,0.007881064061869681
