B_g,delta_wn_cm_inv,mean,std,count,iqr,sigma_robust
6000.0,0.09947447999142346,0.09883350765735567,0.04562681766661739,24,0.07115659941403278,0.052747664502618814
6700.0,0.11430967364894785,0.12110366738114903,0.04483272782617167,21,0.037001053471000855,0.02742850516753214
7300.0,0.10498074705311627,0.12474749965606685,0.06341476064104543,25,0.0584449893691788,0.04332467707129637
8050.000000000001,0.11559043356880505,0.10424271836689854,0.04972575761146111,21,0.043597886874768094,0.03231867077447598
9300.0,0.12925879661879014,0.13539764264079035,0.05727357788992794,23,0.04474433344044021,0.03316851997067473
