B_g,delta_wn_cm_inv,mean,std,count,iqr,sigma_robust
5970.0,0.10870186983541485,0.10486436161676167,0.04614724264550882,24,0.06931468233968316,0.05138227008130701
6150.0,0.1143096340957113,0.12110379230521785,0.044832588312739535,21,0.03700103380748944,0.027428490591170824
7350.0,0.10498074500411404,0.12474833670824127,0.06341485128382399,25,0.058450115928187774,0.04332847733742608
8050.000000000001,0.11559069504212613,0.10424546585534616,0.04972730855818476,21,0.043597879732963085,0.032318665480328454
9300.0,0.12925880559913178,0.13839509738090253,0.05924780067696486,23,0.05635645718812622,0.04177646937592752
