source_file,calc__solid_angle_sr,calc__scattering_rate,calc__saturation_parameter,calc__atom_number_mean,calc__atom_number_std,calc__atom_number_std_err,calc__background_voltage,calc__background_voltage_err,calc__A,calc__A_err,calc__tau,calc__tau_err,calc__V_final,calc__loading_rate,meas__power_at_beam_W,meas__detuning_MHz,meas__natural_linewidth_MHz,meas__R_load_ohm,meas__responsivity_A_per_W,meas__I_sat_W,meas__dist_mot_focuslens_mm,meas__diam_pd3_focuslens_mm,meas__beam_radius_m,meas__Omega_sr,meas__eta_coll
MOTdata\PD30w2.txt,0.11004041315217922,99050.82384404201,10.800205409281785,75922380.036776,12880510.542460278,6072.847969099612,0.16415863080881313,0.0001973024732038848,0.006793814343674561,0.00019517274028322547,0.01574759787000025,0.0006965499710491528,0.1709524451524877,0.43141909005798434,0.005426,138,38138934.81458009,1000000.0,0.45,17.0,14.5,5.5,0.0043375,0.11004041315217922,0.007881064061869681
