source_file,calc__solid_angle_sr,calc__scattering_rate,calc__saturation_parameter,calc__atom_number_mean,calc__atom_number_std,calc__atom_number_std_err,calc__background_voltage,calc__background_voltage_err,calc__mean_photon_emission_rate,calc__A,calc__A_err,calc__tau,calc__tau_err,calc__V_final,calc__loading_rate_atoms_s,meas__power_at_beam_W,meas__detuning_MHz,meas__conv_VMHz,meas__natural_linewidth_MHz,meas__R_load_ohm,meas__responsivity_A_per_W,meas__I_sat_W,meas__dist_mot_focuslens_mm,meas__diam_pd3_focuslens_mm,meas__beam_radius_m,meas__Omega_sr,meas__eta_coll
MOT\MOTdata\detune3695.txt,0.11004041315217922,12212.75304674638,10.800205409281785,310143193.1796761,126630633.26724432,109164.3390234865,0.1635676983836889,0.00013338181299140132,3787702227432.7407,0.004365789107236223,0.0001228020523282981,0.10422406040636932,0.008024584387438973,0.16793348749092513,3807639297.015799,0.005426,393.9900000000182,1.4492753623188405e-05,38138934.81458009,1000000.0,0.45,17.0,14.5,5.5,0.0043375,0.11004041315217922,0.007881064061869681
