Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,751
PreAmp State,ON
Ref Level,+1.000000000E+01
Attenuation,50.000000,Auto
Sweep Time,27932.000000,Auto
Start Frequency,+1.850000000E+05
Stop Frequency,+1.980000000E+05
Average Type,Log Pwr
RBW,100.000000,Auto
VBW,100.000000,Auto
Sweep Type,Continuous
Sweep Mode,Speed
Sweep Rule,Auto
Trigger Source,Free Run
Trigger Level,+0.000000000E+00
Trigger Edge,Rise
Marker,1,2,3,4,5,6,7,8
Marker Type,Normal,Off,Off,Off,Off,Off,Off,Off
Marker on Trace,A,,,,,,,
Marker Read Out,Frequency,,,,,,,
Marker X Axis,192000.00000000,,,,,,,
Marker Ampt,-77.15904698,,,,,,,
Trace Math,OFF
Trace Variable X,Trace A
Trace Variable Y,Trace B
1.956253e+05,-7.736603e+01
1.956427e+05,-7.763288e+01
1.956600e+05,-7.782218e+01
1.956773e+05,-7.795817e+01
1.956947e+05,-7.796038e+01
1.957120e+05,-7.787370e+01
1.957293e+05,-7.783856e+01
1.957467e+05,-7.780473e+01
1.957640e+05,-7.776004e+01
1.957813e+05,-7.768508e+01
1.957987e+05,-7.752641e+01
1.958160e+05,-7.743071e+01
1.958333e+05,-7.755374e+01
1.958507e+05,-7.770510e+01
1.958680e+05,-7.780872e+01
1.958853e+05,-7.784938e+01
1.959027e+05,-7.781365e+01
1.959200e+05,-7.782269e+01
1.959373e+05,-7.786940e+01
1.959547e+05,-7.779333e+01
1.959720e+05,-7.765025e+01
1.959893e+05,-7.758761e+01
1.960067e+05,-7.753407e+01
1.960240e+05,-7.738095e+01
1.960413e+05,-7.724990e+01
1.960587e+05,-7.734760e+01
1.960760e+05,-7.756898e+01
1.960933e+05,-7.788198e+01
1.961107e+05,-7.819824e+01
1.961280e+05,-7.844163e+01
1.961453e+05,-7.858802e+01
1.961627e+05,-7.861785e+01
1.961800e+05,-7.846140e+01
1.961973e+05,-7.811978e+01
1.962147e+05,-7.792228e+01
1.962320e+05,-7.778357e+01
1.962493e+05,-7.760989e+01
1.962667e+05,-7.744627e+01
1.962840e+05,-7.738567e+01
1.963013e+05,-7.741282e+01
1.963187e+05,-7.757775e+01
1.963360e+05,-7.778866e+01
1.963533e+05,-7.793177e+01
1.963707e+05,-7.801933e+01
1.963880e+05,-7.801961e+01
1.964053e+05,-7.788125e+01
1.964227e+05,-7.757882e+01
1.964400e+05,-7.737764e+01
1.964573e+05,-7.728795e+01
1.964747e+05,-7.733756e+01
1.964920e+05,-7.751195e+01
1.965093e+05,-7.777242e+01
1.965267e+05,-7.810183e+01
1.965440e+05,-7.831465e+01
1.965613e+05,-7.843947e+01
1.965787e+05,-7.836110e+01
1.965960e+05,-7.825074e+01
1.966133e+05,-7.833272e+01
1.966307e+05,-7.848729e+01
1.966480e+05,-7.869095e+01
