Model,MSO2024
Firmware Version,1.52

Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,0.02,,,
Sample Interval,1.6e-07,,,
Filter Frequency,2e+08,,,
Record Length,1.25e+06,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,
Probe Attenuation,10,,1,
Vertical Units,V,,V,
Vertical Offset,0,,0,
Vertical Scale,2,,1,
Label,,,,
TIME,CH1,CH1 Peak Detect,CH4,CH4 Peak Detect
2.106032e-02,-1,-1,0.7,0.74
2.106048e-02,-1.08,-1.08,0.7,0.7
2.106064e-02,-1.08,-1,0.74,0.74
2.106080e-02,-1.08,-1.08,0.74,0.7
2.106096e-02,-1.08,-1,0.7,0.74
2.106112e-02,-1.08,-1.08,0.7,0.7
2.106128e-02,-1.08,-1,0.7,0.74
2.106144e-02,-1.08,-1.08,0.7,0.7
2.106160e-02,-1.08,-1,0.7,0.74
2.106176e-02,-1.08,-1.08,0.7,0.7
2.106192e-02,-1.08,-1,0.7,0.74
2.106208e-02,-1.08,-1.08,0.7,0.7
2.106224e-02,-1.08,-1,0.7,0.74
2.106240e-02,-1.08,-1.08,0.74,0.7
2.106256e-02,-1.08,-1,0.7,0.74
2.106272e-02,-1.08,-1.08,0.74,0.7
2.106288e-02,-1,-1,0.7,0.74
2.106304e-02,-1.08,-1.08,0.7,0.7
2.106320e-02,-1.08,-1,0.7,0.74
2.106336e-02,-1.08,-1.08,0.7,0.7
2.106352e-02,-1.08,-1,0.74,0.74
2.106368e-02,-1.08,-1.16,0.7,0.7
2.106384e-02,-1.08,-1,0.74,0.74
2.106400e-02,-1.08,-1.16,0.7,0.7
2.106416e-02,-1.08,-1,0.7,0.74
2.106432e-02,-1.08,-1.16,0.7,0.7
2.106448e-02,-1.08,-1,0.7,0.74
2.106464e-02,-1.08,-1.16,0.7,0.7
2.106480e-02,-1.08,-1,0.7,0.74
2.106496e-02,-1.08,-1.16,0.74,0.7
2.106512e-02,-1.08,-1,0.74,0.74
2.106528e-02,-1.08,-1.16,0.7,0.7
2.106544e-02,-1.08,-1,0.74,0.74
2.106560e-02,-1.08,-1.16,0.7,0.7
2.106576e-02,-1.08,-1,0.7,0.74
2.106592e-02,-1.08,-1.16,0.7,0.7
2.106608e-02,-1.08,-1,0.7,0.74
2.106624e-02,-1.08,-1.08,0.7,0.7
2.106640e-02,-1.08,-1,0.7,0.74
2.106656e-02,-1.08,-1.08,0.7,0.7
2.106672e-02,-1.08,-1,0.7,0.74
2.106688e-02,-1.08,-1.16,0.74,0.7
2.106704e-02,-1.08,-1,0.7,0.74
2.106720e-02,-1.08,-1.16,0.7,0.7
2.106736e-02,-1.08,-1,0.74,0.74
2.106752e-02,-1.08,-1.08,0.74,0.7
2.106768e-02,-1,-1,0.74,0.74
2.106784e-02,-1.08,-1.08,0.74,0.7
2.106800e-02,-1.08,-1,0.74,0.74
2.106816e-02,-1.08,-1.08,0.7,0.7
2.106832e-02,-1.08,-0.92,0.7,0.74
2.106848e-02,-1.08,-1.08,0.7,0.7
2.106864e-02,-1.08,-1,0.74,0.74
2.106880e-02,-1,-1.08,0.7,0.7
2.106896e-02,-1,-1,0.74,0.74
2.106912e-02,-1.08,-1.08,0.7,0.7
2.106928e-02,-1.08,-1,0.7,0.74
2.106944e-02,-1.08,-1.08,0.7,0.7
2.106960e-02,-1.08,-1,0.7,0.74
2.106976e-02,-1.08,-1.08,0.7,0.7
2.106992e-02,-1.08,-1,0.74,0.74
2.107008e-02,-1.08,-1.08,0.7,0.7
2.107024e-02,-1.08,-0.92,0.7,0.74
2.107040e-02,-1.08,-1.08,0.7,0.66
2.107056e-02,-1.08,-1,0.7,0.74
2.107072e-02,-1.08,-1.16,0.7,0.7
2.107088e-02,-1.08,-1,0.7,0.74
2.107104e-02,-1.08,-1.08,0.7,0.7
2.107120e-02,-1.08,-1,0.7,0.74
2.107136e-02,-1.08,-1.16,0.7,0.7
2.107152e-02,-1.08,-1,0.7,0.74
2.107168e-02,-1.08,-1.16,0.7,0.7
2.107184e-02,-1.08,-1,0.74,0.74
2.107200e-02,-1.08,-1.16,0.7,0.7
2.107216e-02,-1.08,-1,0.7,0.74
2.107232e-02,-1.08,-1.16,0.7,0.7
2.107248e-02,-1.08,-1,0.74,0.74
2.107264e-02,-1.08,-1.16,0.7,0.7
2.107280e-02,-1.08,-1,0.7,0.74
2.107296e-02,-1.08,-1.16,0.7,0.7
2.107312e-02,-1.08,-1,0.7,0.74
2.107328e-02,-1.08,-1.16,0.7,0.7
2.107344e-02,-1.08,-1,0.7,0.74
2.107360e-02,-1.08,-1.16,0.7,0.7
2.107376e-02,-1.08,-1,0.7,0.74
2.107392e-02,-1.08,-1.08,0.7,0.7
2.107408e-02,-1.08,-1,0.7,0.74
2.107424e-02,-1.08,-1.16,0.7,0.7
2.107440e-02,-1.08,-1,0.7,0.74
2.107456e-02,-1.08,-1.08,0.7,0.7
2.107472e-02,-1.08,-1,0.7,0.74
2.107488e-02,-1.08,-1.16,0.7,0.7
2.107504e-02,-1.08,-1,0.7,0.74
2.107520e-02,-1.08,-1.08,0.7,0.7
2.107536e-02,-1.08,-1,0.7,0.74
2.107552e-02,-1,-1.08,0.7,0.7
2.107568e-02,-1.08,-1,0.7,0.74
2.107584e-02,-1.08,-1.08,0.7,0.7
2.107600e-02,-1.08,-1,0.7,0.74
2.107616e-02,-1.08,-1.08,0.7,0.7
2.107632e-02,-1,-1,0.7,0.74
2.107648e-02,-1,-1.08,0.7,0.7
2.107664e-02,-1.08,-0.92,0.7,0.74
2.107680e-02,-1.08,-1.08,0.7,0.7
2.107696e-02,-1,-1,0.7,0.74
2.107712e-02,-1.08,-1.08,0.7,0.7
2.107728e-02,-1.08,-0.92,0.7,0.74
2.107744e-02,-1.08,-1.16,0.74,0.7
2.107760e-02,-1,-1,0.7,0.74
2.107776e-02,-1.08,-1.08,0.7,0.7
2.107792e-02,-1.08,-1,0.7,0.74
2.107808e-02,-1.08,-1.08,0.7,0.7
2.107824e-02,-1.08,-1,0.7,0.74
2.107840e-02,-1.08,-1.08,0.7,0.7
2.107856e-02,-1.08,-1,0.7,0.74
2.107872e-02,-1.08,-1.08,0.7,0.7
2.107888e-02,-1.08,-1,0.7,0.74
2.107904e-02,-1.08,-1.08,0.7,0.7
2.107920e-02,-1.08,-1,0.74,0.74
2.107936e-02,-1.08,-1.08,0.7,0.7
2.107952e-02,-1.08,-1,0.7,0.74
2.107968e-02,-1.08,-1.08,0.7,0.7
2.107984e-02,-1.08,-1,0.74,0.74
2.108000e-02,-1.08,-1.08,0.7,0.7
2.108016e-02,-1.08,-1,0.7,0.74
2.108032e-02,-1.08,-1.08,0.7,0.7
2.108048e-02,-1.08,-1,0.7,0.74
2.108064e-02,-1.08,-1.16,0.74,0.7
2.108080e-02,-1.08,-1,0.7,0.74
2.108096e-02,-1.08,-1.08,0.74,0.7
2.108112e-02,-1.08,-1,0.74,0.74
2.108128e-02,-1.08,-1.08,0.7,0.7
2.108144e-02,-1,-1,0.7,0.74
2.108160e-02,-1.08,-1.08,0.7,0.66
2.108176e-02,-1.08,-1,0.7,0.74
2.108192e-02,-1,-1.08,0.7,0.7
2.108208e-02,-1,-1,0.7,0.74
2.108224e-02,-1.08,-1.08,0.7,0.7
2.108240e-02,-1,-1,0.7,0.74
2.108256e-02,-1.08,-1.08,0.7,0.7
2.108272e-02,-1.08,-1,0.7,0.74
2.108288e-02,-1,-1.08,0.7,0.7
2.108304e-02,-1.08,-1,0.7,0.74
2.108320e-02,-1.08,-1.08,0.7,0.7
2.108336e-02,-1.08,-1,0.74,0.74
2.108352e-02,-1.08,-1.08,0.7,0.7
2.108368e-02,-1,-1,0.7,0.74
2.108384e-02,-1.08,-1.08,0.7,0.7
2.108400e-02,-1.08,-1,0.7,0.74
2.108416e-02,-1.08,-1.16,0.7,0.7
2.108432e-02,-1.08,-1,0.7,0.74
2.108448e-02,-1.08,-1.08,0.7,0.7
2.108464e-02,-1.08,-1,0.74,0.74
2.108480e-02,-1.08,-1.16,0.7,0.7
2.108496e-02,-1.08,-1,0.7,0.74
2.108512e-02,-1.08,-1.08,0.74,0.66
2.108528e-02,-1.08,-0.92,0.74,0.74
2.108544e-02,-1.08,-1.08,0.7,0.7
2.108560e-02,-1,-1,0.74,0.74
2.108576e-02,-1.08,-1.08,0.7,0.7
2.108592e-02,-1.08,-1,0.7,0.74
2.108608e-02,-1.08,-1.08,0.7,0.7
2.108624e-02,-1,-1,0.7,0.74
2.108640e-02,-1.08,-1.08,0.7,0.66
2.108656e-02,-1.08,-1,0.7,0.74
2.108672e-02,-1,-1.08,0.7,0.66
2.108688e-02,-1.08,-1,0.7,0.74
2.108704e-02,-1,-1.08,0.7,0.7
2.108720e-02,-1.08,-1,0.7,0.74
2.108736e-02,-1.08,-1.08,0.74,0.7
2.108752e-02,-1,-1,0.74,0.74
2.108768e-02,-1.08,-1.08,0.7,0.7
2.108784e-02,-1.08,-1,0.7,0.74
2.108800e-02,-1.08,-1.08,0.7,0.7
2.108816e-02,-1.08,-1,0.74,0.74
2.108832e-02,-1.08,-1.08,0.7,0.7
2.108848e-02,-1,-0.92,0.7,0.74
2.108864e-02,-1.08,-1.08,0.7,0.7
2.108880e-02,-1,-1,0.7,0.74
2.108896e-02,-1.08,-1.08,0.7,0.7
2.108912e-02,-1.08,-1,0.7,0.74
2.108928e-02,-1.08,-1.08,0.7,0.7
2.108944e-02,-1.08,-1,0.7,0.74
2.108960e-02,-1.08,-1.08,0.7,0.7
2.108976e-02,-1.08,-1,0.7,0.74
2.108992e-02,-1.08,-1.08,0.74,0.7
2.109008e-02,-1.08,-1,0.7,0.74
2.109024e-02,-1.08,-1.08,0.74,0.7
2.109040e-02,-1.08,-1,0.7,0.74
2.109056e-02,-1.08,-1.08,0.74,0.7
2.109072e-02,-1.08,-1,0.7,0.74
2.109088e-02,-1.08,-1.08,0.7,0.7
2.109104e-02,-1.08,-1,0.7,0.74
2.109120e-02,-1.08,-1.08,0.7,0.7
2.109136e-02,-1.08,-1,0.7,0.74
2.109152e-02,-1.08,-1.16,0.7,0.7
2.109168e-02,-1.08,-1,0.7,0.74
2.109184e-02,-1.08,-1.16,0.74,0.7
2.109200e-02,-1.08,-1,0.7,0.74
2.109216e-02,-1.08,-1.08,0.7,0.7
2.109232e-02,-1.08,-1,0.7,0.74
2.109248e-02,-1.08,-1.08,0.7,0.7
2.109264e-02,-1.08,-1,0.7,0.74
2.109280e-02,-1.08,-1.08,0.7,0.7
2.109296e-02,-1.08,-1,0.7,0.74
2.109312e-02,-1.08,-1.08,0.7,0.7
2.109328e-02,-1.08,-0.92,0.7,0.74
2.109344e-02,-1,-1.08,0.7,0.7
2.109360e-02,-1,-1,0.7,0.74
2.109376e-02,-1,-1.08,0.7,0.7
2.109392e-02,-1,-0.92,0.7,0.74
2.109408e-02,-1.08,-1.08,0.7,0.7
2.109424e-02,-1.08,-1,0.7,0.74
2.109440e-02,-1,-1.08,0.7,0.7
2.109456e-02,-1,-0.92,0.7,0.74
2.109472e-02,-1.08,-1.08,0.7,0.7
2.109488e-02,-1.08,-1,0.7,0.74
2.109504e-02,-1,-1.08,0.7,0.7
2.109520e-02,-1.08,-1,0.7,0.74
2.109536e-02,-1.08,-1.08,0.7,0.7
2.109552e-02,-1.08,-1,0.7,0.74
2.109568e-02,-1,-1.08,0.7,0.7
2.109584e-02,-1.08,-0.92,0.74,0.74
2.109600e-02,-1,-1.08,0.74,0.66
2.109616e-02,-1.08,-1,0.7,0.74
2.109632e-02,-1.08,-1.08,0.7,0.7
2.109648e-02,-1.08,-0.92,0.7,0.74
2.109664e-02,-1.08,-1.08,0.7,0.66
2.109680e-02,-1.08,-1,0.7,0.74
2.109696e-02,-1.08,-1.16,0.7,0.7
2.109712e-02,-1.08,-1,0.7,0.74
2.109728e-02,-1.08,-1.08,0.7,0.7
2.109744e-02,-1.08,-1,0.7,0.74
2.109760e-02,-1.08,-1.08,0.7,0.7
2.109776e-02,-1.08,-1,0.7,0.74
2.109792e-02,-1.08,-1.08,0.7,0.7
2.109808e-02,-1.08,-1,0.74,0.74
2.109824e-02,-1,-1.08,0.7,0.7
2.109840e-02,-1,-1,0.7,0.74
2.109856e-02,-1.08,-1.08,0.7,0.7
2.109872e-02,-1.08,-0.92,0.7,0.74
2.109888e-02,-1.08,-1.08,0.7,0.7
2.109904e-02,-1.08,-1,0.7,0.74
2.109920e-02,-1.08,-1.08,0.7,0.7
2.109936e-02,-1.08,-1,0.7,0.74
2.109952e-02,-1.08,-1.08,0.7,0.7
2.109968e-02,-1,-1,0.7,0.74
2.109984e-02,-1,-1.08,0.74,0.66
2.110000e-02,-1.08,-1,0.7,0.74
2.110016e-02,-1.08,-1.08,0.7,0.7
2.110032e-02,-1.08,-1,0.7,0.74
2.110048e-02,-1.08,-1.08,0.7,0.7
2.110064e-02,-1,-0.92,0.7,0.74
2.110080e-02,-1.08,-1.08,0.7,0.66
2.110096e-02,-1.08,-1,0.7,0.74
2.110112e-02,-1,-1.08,0.7,0.66
2.110128e-02,-1.08,-1,0.7,0.74
2.110144e-02,-1,-1.08,0.7,0.7
2.110160e-02,-1.08,-1,0.7,0.74
2.110176e-02,-1,-1.08,0.7,0.7
2.110192e-02,-1.08,-1,0.7,0.74
2.110208e-02,-1.08,-1.08,0.7,0.7
2.110224e-02,-1,-0.92,0.7,0.74
2.110240e-02,-1,-1.08,0.74,0.7
2.110256e-02,-1.08,-0.92,0.7,0.74
2.110272e-02,-1,-1.08,0.7,0.7
2.110288e-02,-1.08,-0.92,0.7,0.74
2.110304e-02,-1,-1.08,0.7,0.7
2.110320e-02,-1,-0.92,0.7,0.74
2.110336e-02,-1.08,-1.08,0.7,0.7
2.110352e-02,-1.08,-1,0.7,0.74
2.110368e-02,-1,-1.08,0.74,0.7
2.110384e-02,-1,-1,0.7,0.74
2.110400e-02,-1,-1.08,0.7,0.7
2.110416e-02,-1.08,-1,0.7,0.74
2.110432e-02,-1.08,-1.08,0.7,0.7
2.110448e-02,-1.08,-1,0.7,0.74
2.110464e-02,-1.08,-1.16,0.74,0.7
2.110480e-02,-1.08,-1,0.7,0.74
2.110496e-02,-1.08,-1.08,0.7,0.7
2.110512e-02,-1.08,-1,0.7,0.74
2.110528e-02,-1.08,-1.16,0.7,0.7
2.110544e-02,-1.08,-1,0.7,0.74
2.110560e-02,-1.08,-1.08,0.7,0.7
2.110576e-02,-1.08,-1,0.7,0.74
2.110592e-02,-1,-1.08,0.7,0.7
2.110608e-02,-1,-1,0.7,0.74
2.110624e-02,-1.08,-1.08,0.7,0.7
2.110640e-02,-1,-0.92,0.7,0.74
2.110656e-02,-1.08,-1.08,0.7,0.7
2.110672e-02,-1.08,-0.92,0.7,0.74
2.110688e-02,-1,-1.08,0.7,0.7
2.110704e-02,-1,-0.92,0.7,0.74
2.110720e-02,-1,-1.08,0.7,0.7
2.110736e-02,-1.08,-0.92,0.7,0.74
2.110752e-02,-1,-1.08,0.7,0.7
2.110768e-02,-1,-0.92,0.7,0.74
2.110784e-02,-1.08,-1.08,0.74,0.7
2.110800e-02,-1.08,-1,0.7,0.74
2.110816e-02,-1.08,-1.08,0.7,0.7
2.110832e-02,-1,-1,0.7,0.74
2.110848e-02,-1,-1.08,0.7,0.7
2.110864e-02,-1.08,-0.92,0.7,0.74
2.110880e-02,-1,-1.08,0.7,0.7
2.110896e-02,-1,-0.92,0.7,0.74
2.110912e-02,-1.08,-1.08,0.7,0.7
2.110928e-02,-1,-0.92,0.7,0.74
2.110944e-02,-1.08,-1.08,0.7,0.7
2.110960e-02,-1.08,-0.92,0.7,0.74
2.110976e-02,-1.08,-1.08,0.7,0.7
2.110992e-02,-1.08,-1,0.7,0.74
2.111008e-02,-1,-1.08,0.7,0.66
2.111024e-02,-1,-1,0.7,0.74
2.111040e-02,-1,-1.08,0.74,0.7
2.111056e-02,-1,-1,0.7,0.74
2.111072e-02,-1.08,-1.08,0.7,0.7
2.111088e-02,-1,-0.92,0.7,0.74
2.111104e-02,-1,-1.08,0.7,0.66
2.111120e-02,-1,-0.92,0.7,0.74
2.111136e-02,-1.08,-1.08,0.7,0.7
2.111152e-02,-1,-0.92,0.7,0.74
2.111168e-02,-1.08,-1.08,0.74,0.7
2.111184e-02,-1,-1,0.7,0.74
2.111200e-02,-1.08,-1.08,0.7,0.7
2.111216e-02,-1,-0.92,0.7,0.74
2.111232e-02,-1,-1.08,0.7,0.7
2.111248e-02,-1,-1,0.7,0.74
2.111264e-02,-1.08,-1.08,0.74,0.7
2.111280e-02,-1,-0.92,0.7,0.74
2.111296e-02,-1.08,-1.08,0.7,0.7
2.111312e-02,-1,-0.92,0.74,0.74
2.111328e-02,-1.08,-1.08,0.7,0.7
2.111344e-02,-1,-1,0.7,0.74
2.111360e-02,-1.08,-1.08,0.74,0.7
2.111376e-02,-1,-0.92,0.7,0.74
2.111392e-02,-1,-1.08,0.7,0.7
2.111408e-02,-1.08,-1,0.7,0.74
2.111424e-02,-1.08,-1.08,0.7,0.7
2.111440e-02,-1,-0.92,0.7,0.74
2.111456e-02,-1,-1.08,0.7,0.7
2.111472e-02,-1,-1,0.7,0.74
2.111488e-02,-1,-1.08,0.7,0.7
2.111504e-02,-1,-1,0.7,0.74
2.111520e-02,-1,-1.08,0.7,0.66
2.111536e-02,-1,-1,0.7,0.74
2.111552e-02,-1.08,-1.08,0.7,0.7
2.111568e-02,-1,-1,0.7,0.74
2.111584e-02,-1.08,-1.08,0.7,0.7
2.111600e-02,-1.08,-1,0.7,0.74
2.111616e-02,-1.08,-1.08,0.7,0.7
2.111632e-02,-1.08,-1,0.7,0.74
2.111648e-02,-1.08,-1.16,0.7,0.7
2.111664e-02,-1.08,-1,0.7,0.74
2.111680e-02,-1.08,-1.08,0.7,0.7
2.111696e-02,-1.08,-1,0.7,0.74
2.111712e-02,-1.08,-1.08,0.7,0.66
2.111728e-02,-1,-1,0.7,0.74
2.111744e-02,-1.08,-1.08,0.7,0.7
2.111760e-02,-1.08,-0.92,0.7,0.74
2.111776e-02,-1.08,-1.08,0.7,0.7
2.111792e-02,-1.08,-0.92,0.7,0.74
2.111808e-02,-1.08,-1.08,0.7,0.7
2.111824e-02,-1,-0.92,0.7,0.74
2.111840e-02,-1,-1.08,0.7,0.66
2.111856e-02,-1,-0.92,0.66,0.74
2.111872e-02,-1,-1.08,0.7,0.7
2.111888e-02,-1,-0.92,0.7,0.74
2.111904e-02,-1,-1.08,0.7,0.7
2.111920e-02,-1,-1,0.74,0.74
2.111936e-02,-1.08,-1.08,0.7,0.7
2.111952e-02,-1,-0.92,0.7,0.74
2.111968e-02,-1,-1.08,0.74,0.7
2.111984e-02,-1,-0.92,0.7,0.74
2.112000e-02,-1,-1.08,0.7,0.7
2.112016e-02,-1,-1,0.7,0.74
2.112032e-02,-1.08,-1.08,0.74,0.7
2.112048e-02,-1.08,-1,0.7,0.74
2.112064e-02,-1.08,-1.08,0.7,0.7
2.112080e-02,-1,-0.92,0.7,0.74
2.112096e-02,-1,-1.08,0.7,0.7
2.112112e-02,-1.08,-0.92,0.7,0.74
2.112128e-02,-1.08,-1.08,0.7,0.7
2.112144e-02,-1.08,-1,0.7,0.74
2.112160e-02,-1,-1.08,0.7,0.7
2.112176e-02,-1.08,-0.92,0.7,0.74
2.112192e-02,-1.08,-1.08,0.7,0.7
2.112208e-02,-1.08,-1,0.7,0.74
2.112224e-02,-1.08,-1.08,0.7,0.7
2.112240e-02,-1.08,-1,0.7,0.74
2.112256e-02,-1.08,-1.08,0.7,0.7
2.112272e-02,-1,-1,0.7,0.74
2.112288e-02,-1,-1.08,0.7,0.7
2.112304e-02,-1.08,-0.92,0.7,0.74
2.112320e-02,-1.08,-1.16,0.7,0.7
2.112336e-02,-1.08,-1,0.74,0.74
2.112352e-02,-1.08,-1.08,0.7,0.7
2.112368e-02,-1.08,-1,0.7,0.74
2.112384e-02,-1.08,-1.08,0.7,0.7
2.112400e-02,-1.08,-1,0.74,0.74
2.112416e-02,-1.08,-1.16,0.7,0.7
2.112432e-02,-1.08,-1,0.7,0.74
2.112448e-02,-1.08,-1.08,0.7,0.66
2.112464e-02,-1.08,-1,0.7,0.74
2.112480e-02,-1.08,-1.08,0.7,0.7
2.112496e-02,-1.08,-1,0.7,0.74
2.112512e-02,-1.08,-1.08,0.7,0.7
2.112528e-02,-1.08,-1,0.7,0.74
2.112544e-02,-1.08,-1.08,0.7,0.66
2.112560e-02,-1.08,-1,0.7,0.74
2.112576e-02,-1.08,-1.08,0.7,0.7
2.112592e-02,-1.08,-1,0.7,0.74
2.112608e-02,-1.08,-1.08,0.7,0.7
2.112624e-02,-1.08,-1,0.7,0.74
2.112640e-02,-1.08,-1.08,0.7,0.7
2.112656e-02,-1.08,-0.92,0.7,0.74
2.112672e-02,-1,-1.08,0.7,0.7
2.112688e-02,-1.08,-0.92,0.7,0.74
2.112704e-02,-1.08,-1.08,0.7,0.7
2.112720e-02,-1.08,-1,0.7,0.74
2.112736e-02,-1,-1.08,0.7,0.7
2.112752e-02,-1.08,-1,0.7,0.74
2.112768e-02,-1.08,-1.08,0.7,0.7
2.112784e-02,-1.08,-1,0.7,0.74
2.112800e-02,-1.08,-1.08,0.7,0.7
2.112816e-02,-1.08,-1,0.7,0.74
2.112832e-02,-1.08,-1.08,0.7,0.7
2.112848e-02,-1.08,-1,0.7,0.74
2.112864e-02,-1.08,-1.08,0.7,0.66
2.112880e-02,-1.08,-1,0.7,0.74
2.112896e-02,-1.08,-1.08,0.7,0.7
2.112912e-02,-1.08,-1,0.7,0.74
2.112928e-02,-1.08,-1.08,0.7,0.7
2.112944e-02,-1.08,-1,0.7,0.74
2.112960e-02,-1.08,-1.08,0.7,0.7
2.112976e-02,-1.08,-1,0.7,0.74
2.112992e-02,-1.08,-1.08,0.7,0.7
2.113008e-02,-1.08,-1,0.7,0.74
2.113024e-02,-1.08,-1.08,0.7,0.7
2.113040e-02,-1.08,-1,0.7,0.74
2.113056e-02,-1.08,-1.08,0.7,0.7
2.113072e-02,-1.08,-1,0.7,0.74
2.113088e-02,-1.08,-1.08,0.7,0.7
2.113104e-02,-1.08,-1,0.7,0.74
2.113120e-02,-1.08,-1.08,0.7,0.7
2.113136e-02,-1.08,-1,0.7,0.74
2.113152e-02,-1.08,-1.08,0.7,0.7
2.113168e-02,-1.08,-1,0.7,0.74
2.113184e-02,-1.08,-1.08,0.7,0.7
2.113200e-02,-1.08,-1,0.7,0.74
2.113216e-02,-1,-1.16,0.7,0.66
2.113232e-02,-1.08,-1,0.7,0.74
2.113248e-02,-1.08,-1.08,0.74,0.7
2.113264e-02,-1.08,-1,0.7,0.74
2.113280e-02,-1.08,-1.08,0.7,0.7
2.113296e-02,-1.08,-0.92,0.7,0.74
2.113312e-02,-1.08,-1.08,0.7,0.7
2.113328e-02,-1,-1,0.7,0.74
2.113344e-02,-1.08,-1.08,0.7,0.7
2.113360e-02,-1,-1,0.7,0.74
2.113376e-02,-1.08,-1.08,0.7,0.7
2.113392e-02,-1.08,-1,0.7,0.74
2.113408e-02,-1.08,-1.08,0.7,0.7
2.113424e-02,-1.08,-1,0.7,0.74
2.113440e-02,-1.08,-1.08,0.7,0.7
2.113456e-02,-1,-0.92,0.7,0.74
2.113472e-02,-1.08,-1.08,0.7,0.7
2.113488e-02,-1.08,-0.92,0.7,0.74
2.113504e-02,-1.08,-1.08,0.7,0.7
2.113520e-02,-1,-1,0.7,0.74
2.113536e-02,-1.08,-1.08,0.7,0.7
2.113552e-02,-1.08,-1,0.7,0.74
2.113568e-02,-1.08,-1.08,0.7,0.7
2.113584e-02,-1.08,-1,0.7,0.74
2.113600e-02,-1.08,-1.08,0.7,0.7
2.113616e-02,-1,-1,0.7,0.74
2.113632e-02,-1.08,-1.08,0.7,0.7
2.113648e-02,-1.08,-1,0.7,0.74
2.113664e-02,-1,-1.08,0.7,0.66
2.113680e-02,-1.08,-1,0.7,0.74
2.113696e-02,-1.08,-1.08,0.7,0.7
2.113712e-02,-1,-0.92,0.7,0.74
2.113728e-02,-1.08,-1.08,0.7,0.66
2.113744e-02,-1.08,-1,0.7,0.74
2.113760e-02,-1.08,-1.08,0.74,0.7
2.113776e-02,-1.08,-1,0.74,0.74
2.113792e-02,-1.08,-1.08,0.7,0.7
2.113808e-02,-1,-1,0.7,0.74
2.113824e-02,-1.08,-1.08,0.7,0.7
2.113840e-02,-1.08,-1,0.74,0.74
2.113856e-02,-1.08,-1.08,0.7,0.7
2.113872e-02,-1.08,-1,0.7,0.74
2.113888e-02,-1.08,-1.08,0.7,0.7
2.113904e-02,-1,-1,0.7,0.74
2.113920e-02,-1.08,-1.08,0.7,0.7
2.113936e-02,-1.08,-1,0.7,0.74
2.113952e-02,-1.08,-1.08,0.7,0.7
2.113968e-02,-1.08,-1,0.7,0.74
2.113984e-02,-1.08,-1.08,0.7,0.7
2.114000e-02,-1.08,-1,0.7,0.74
2.114016e-02,-1,-1.08,0.74,0.7
2.114032e-02,-1.08,-1,0.7,0.74
2.114048e-02,-1.08,-1.08,0.7,0.7
2.114064e-02,-1.08,-1,0.7,0.74
2.114080e-02,-1.08,-1.08,0.7,0.7
2.114096e-02,-1.08,-0.92,0.7,0.74
2.114112e-02,-1.08,-1.08,0.7,0.7
2.114128e-02,-1,-1,0.7,0.74
2.114144e-02,-1.08,-1.08,0.7,0.7
2.114160e-02,-1.08,-1,0.7,0.74
2.114176e-02,-1.08,-1.08,0.7,0.66
2.114192e-02,-1.08,-1,0.7,0.74
2.114208e-02,-1.08,-1.08,0.7,0.7
2.114224e-02,-1.08,-1,0.7,0.74
2.114240e-02,-1.08,-1.08,0.7,0.7
2.114256e-02,-1.08,-1,0.7,0.74
2.114272e-02,-1.08,-1.08,0.7,0.7
2.114288e-02,-1.08,-1,0.7,0.74
2.114304e-02,-1.08,-1.08,0.7,0.7
2.114320e-02,-1.08,-1,0.7,0.74
2.114336e-02,-1.08,-1.08,0.7,0.7
2.114352e-02,-1.08,-1,0.7,0.74
2.114368e-02,-1.08,-1.08,0.7,0.7
2.114384e-02,-1.08,-1,0.7,0.74
2.114400e-02,-1.08,-1.08,0.7,0.7
2.114416e-02,-1.08,-1,0.74,0.74
2.114432e-02,-1.08,-1.08,0.7,0.7
2.114448e-02,-1.08,-0.92,0.7,0.74
2.114464e-02,-1.08,-1.08,0.7,0.7
2.114480e-02,-1.08,-0.92,0.7,0.74
2.114496e-02,-1,-1.08,0.74,0.7
2.114512e-02,-1.08,-1,0.7,0.74
2.114528e-02,-1,-1.08,0.7,0.7
2.114544e-02,-1.08,-0.92,0.7,0.74
2.114560e-02,-1.08,-1.08,0.7,0.7
2.114576e-02,-1.08,-0.92,0.7,0.74
2.114592e-02,-1,-1.08,0.7,0.7
2.114608e-02,-1.08,-0.92,0.7,0.74
2.114624e-02,-1,-1.08,0.7,0.7
2.114640e-02,-1,-0.92,0.7,0.74
2.114656e-02,-1.08,-1.08,0.7,0.66
2.114672e-02,-1,-1,0.7,0.74
2.114688e-02,-1.08,-1.08,0.7,0.7
2.114704e-02,-1,-0.92,0.74,0.74
2.114720e-02,-1,-1.08,0.7,0.7
2.114736e-02,-1.08,-1,0.7,0.74
2.114752e-02,-1,-1.08,0.7,0.7
2.114768e-02,-1.08,-1,0.7,0.74
2.114784e-02,-1.08,-1.08,0.74,0.7
2.114800e-02,-1.08,-1,0.7,0.74
2.114816e-02,-1.08,-1.08,0.7,0.7
2.114832e-02,-1.08,-1,0.7,0.74
2.114848e-02,-1,-1.08,0.7,0.7
2.114864e-02,-1.08,-1,0.7,0.74
2.114880e-02,-1.08,-1.08,0.7,0.7
2.114896e-02,-1.08,-1,0.7,0.74
2.114912e-02,-1.08,-1.08,0.7,0.7
