Model,MSO2024
Firmware Version,1.52

Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,0.02,,,
Sample Interval,1.6e-07,,,
Filter Frequency,2e+08,,,
Record Length,1.25e+06,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,
Probe Attenuation,10,,1,
Vertical Units,V,,V,
Vertical Offset,0,,0,
Vertical Scale,2,,1,
Label,,,,
TIME,CH1,CH1 Peak Detect,CH4,CH4 Peak Detect
1.044592e-02,-1.4,-1.32,0.82,0.82
1.044608e-02,-1.4,-1.48,0.82,0.78
1.044624e-02,-1.4,-1.32,0.82,0.82
1.044640e-02,-1.4,-1.48,0.82,0.78
1.044656e-02,-1.4,-1.32,0.82,0.82
1.044672e-02,-1.4,-1.48,0.82,0.78
1.044688e-02,-1.4,-1.32,0.78,0.82
1.044704e-02,-1.4,-1.4,0.82,0.78
1.044720e-02,-1.4,-1.32,0.82,0.82
1.044736e-02,-1.4,-1.48,0.82,0.78
1.044752e-02,-1.4,-1.32,0.82,0.82
1.044768e-02,-1.4,-1.48,0.82,0.78
1.044784e-02,-1.48,-1.32,0.78,0.82
1.044800e-02,-1.4,-1.48,0.82,0.78
1.044816e-02,-1.4,-1.32,0.78,0.82
1.044832e-02,-1.4,-1.48,0.78,0.78
1.044848e-02,-1.4,-1.32,0.78,0.82
1.044864e-02,-1.4,-1.48,0.82,0.78
1.044880e-02,-1.4,-1.32,0.82,0.82
1.044896e-02,-1.4,-1.48,0.82,0.78
1.044912e-02,-1.4,-1.32,0.82,0.82
1.044928e-02,-1.4,-1.48,0.82,0.78
1.044944e-02,-1.4,-1.32,0.82,0.82
1.044960e-02,-1.4,-1.48,0.82,0.78
1.044976e-02,-1.4,-1.32,0.82,0.82
1.044992e-02,-1.4,-1.4,0.82,0.78
1.045008e-02,-1.4,-1.32,0.82,0.82
1.045024e-02,-1.4,-1.48,0.82,0.78
1.045040e-02,-1.4,-1.32,0.82,0.82
1.045056e-02,-1.4,-1.48,0.82,0.78
1.045072e-02,-1.4,-1.32,0.82,0.82
1.045088e-02,-1.4,-1.48,0.78,0.78
1.045104e-02,-1.4,-1.32,0.78,0.82
1.045120e-02,-1.4,-1.48,0.82,0.78
1.045136e-02,-1.4,-1.32,0.82,0.82
1.045152e-02,-1.4,-1.48,0.82,0.78
1.045168e-02,-1.32,-1.32,0.78,0.82
1.045184e-02,-1.4,-1.48,0.82,0.78
1.045200e-02,-1.4,-1.32,0.78,0.82
1.045216e-02,-1.4,-1.4,0.82,0.78
1.045232e-02,-1.4,-1.32,0.78,0.82
1.045248e-02,-1.4,-1.4,0.78,0.78
1.045264e-02,-1.4,-1.32,0.78,0.82
1.045280e-02,-1.4,-1.4,0.82,0.78
1.045296e-02,-1.4,-1.32,0.78,0.82
1.045312e-02,-1.4,-1.48,0.82,0.78
1.045328e-02,-1.4,-1.32,0.82,0.82
1.045344e-02,-1.32,-1.4,0.82,0.78
1.045360e-02,-1.4,-1.32,0.78,0.82
1.045376e-02,-1.4,-1.4,0.82,0.78
1.045392e-02,-1.4,-1.24,0.78,0.82
1.045408e-02,-1.32,-1.4,0.78,0.78
1.045424e-02,-1.4,-1.32,0.78,0.82
1.045440e-02,-1.4,-1.48,0.78,0.78
1.045456e-02,-1.4,-1.32,0.82,0.82
1.045472e-02,-1.4,-1.48,0.82,0.78
1.045488e-02,-1.4,-1.32,0.82,0.82
1.045504e-02,-1.4,-1.48,0.78,0.78
1.045520e-02,-1.4,-1.32,0.78,0.82
1.045536e-02,-1.4,-1.48,0.78,0.78
1.045552e-02,-1.4,-1.32,0.78,0.82
1.045568e-02,-1.4,-1.48,0.78,0.78
1.045584e-02,-1.4,-1.32,0.82,0.82
1.045600e-02,-1.4,-1.4,0.78,0.78
1.045616e-02,-1.4,-1.32,0.78,0.82
1.045632e-02,-1.4,-1.4,0.78,0.78
1.045648e-02,-1.4,-1.32,0.78,0.82
1.045664e-02,-1.4,-1.4,0.82,0.78
1.045680e-02,-1.4,-1.32,0.82,0.82
1.045696e-02,-1.4,-1.4,0.78,0.78
1.045712e-02,-1.4,-1.32,0.82,0.82
1.045728e-02,-1.4,-1.48,0.82,0.78
1.045744e-02,-1.4,-1.32,0.82,0.82
1.045760e-02,-1.32,-1.4,0.82,0.78
1.045776e-02,-1.4,-1.32,0.78,0.82
1.045792e-02,-1.32,-1.4,0.82,0.78
1.045808e-02,-1.4,-1.32,0.82,0.82
1.045824e-02,-1.32,-1.4,0.82,0.78
1.045840e-02,-1.4,-1.32,0.82,0.82
1.045856e-02,-1.32,-1.4,0.82,0.78
1.045872e-02,-1.32,-1.24,0.82,0.82
1.045888e-02,-1.32,-1.4,0.82,0.78
1.045904e-02,-1.32,-1.24,0.82,0.82
1.045920e-02,-1.32,-1.4,0.82,0.78
1.045936e-02,-1.4,-1.24,0.82,0.82
1.045952e-02,-1.4,-1.4,0.82,0.78
1.045968e-02,-1.4,-1.32,0.78,0.82
1.045984e-02,-1.4,-1.4,0.78,0.78
1.046000e-02,-1.4,-1.32,0.82,0.82
1.046016e-02,-1.4,-1.4,0.82,0.78
1.046032e-02,-1.4,-1.32,0.78,0.82
1.046048e-02,-1.4,-1.4,0.78,0.78
1.046064e-02,-1.4,-1.24,0.78,0.82
1.046080e-02,-1.4,-1.4,0.78,0.78
1.046096e-02,-1.4,-1.32,0.82,0.82
1.046112e-02,-1.4,-1.4,0.82,0.78
1.046128e-02,-1.4,-1.24,0.82,0.82
1.046144e-02,-1.4,-1.4,0.82,0.78
1.046160e-02,-1.32,-1.32,0.82,0.82
1.046176e-02,-1.4,-1.48,0.78,0.78
1.046192e-02,-1.4,-1.24,0.82,0.82
1.046208e-02,-1.4,-1.4,0.82,0.78
1.046224e-02,-1.4,-1.24,0.82,0.82
1.046240e-02,-1.4,-1.48,0.82,0.78
1.046256e-02,-1.4,-1.32,0.78,0.82
1.046272e-02,-1.4,-1.48,0.82,0.78
1.046288e-02,-1.4,-1.32,0.82,0.82
1.046304e-02,-1.4,-1.48,0.78,0.78
1.046320e-02,-1.48,-1.32,0.82,0.82
1.046336e-02,-1.4,-1.48,0.82,0.78
1.046352e-02,-1.4,-1.32,0.82,0.82
1.046368e-02,-1.4,-1.48,0.78,0.78
1.046384e-02,-1.4,-1.32,0.78,0.82
1.046400e-02,-1.4,-1.4,0.82,0.78
1.046416e-02,-1.4,-1.32,0.82,0.82
1.046432e-02,-1.4,-1.48,0.78,0.78
1.046448e-02,-1.4,-1.32,0.82,0.82
1.046464e-02,-1.4,-1.48,0.78,0.78
1.046480e-02,-1.4,-1.32,0.78,0.82
1.046496e-02,-1.4,-1.48,0.78,0.78
1.046512e-02,-1.4,-1.32,0.78,0.82
1.046528e-02,-1.4,-1.48,0.82,0.78
1.046544e-02,-1.4,-1.32,0.82,0.82
1.046560e-02,-1.4,-1.48,0.82,0.78
1.046576e-02,-1.32,-1.32,0.82,0.82
1.046592e-02,-1.4,-1.48,0.82,0.78
1.046608e-02,-1.4,-1.32,0.82,0.82
1.046624e-02,-1.4,-1.4,0.82,0.78
1.046640e-02,-1.4,-1.32,0.78,0.82
1.046656e-02,-1.4,-1.4,0.78,0.78
1.046672e-02,-1.4,-1.32,0.82,0.82
1.046688e-02,-1.4,-1.4,0.82,0.78
1.046704e-02,-1.4,-1.32,0.82,0.82
1.046720e-02,-1.4,-1.4,0.82,0.78
1.046736e-02,-1.4,-1.32,0.82,0.82
1.046752e-02,-1.32,-1.4,0.82,0.78
1.046768e-02,-1.4,-1.32,0.82,0.82
1.046784e-02,-1.4,-1.4,0.82,0.78
1.046800e-02,-1.4,-1.24,0.82,0.82
1.046816e-02,-1.4,-1.4,0.82,0.78
1.046832e-02,-1.4,-1.32,0.82,0.82
1.046848e-02,-1.4,-1.4,0.78,0.78
1.046864e-02,-1.4,-1.32,0.82,0.82
1.046880e-02,-1.4,-1.4,0.82,0.78
1.046896e-02,-1.32,-1.32,0.78,0.82
1.046912e-02,-1.4,-1.4,0.78,0.78
1.046928e-02,-1.4,-1.32,0.82,0.82
1.046944e-02,-1.4,-1.4,0.78,0.78
1.046960e-02,-1.4,-1.32,0.78,0.82
1.046976e-02,-1.4,-1.48,0.82,0.78
1.046992e-02,-1.4,-1.32,0.82,0.82
1.047008e-02,-1.4,-1.48,0.82,0.78
1.047024e-02,-1.48,-1.32,0.82,0.82
1.047040e-02,-1.4,-1.4,0.82,0.78
1.047056e-02,-1.32,-1.32,0.82,0.82
1.047072e-02,-1.4,-1.48,0.82,0.78
1.047088e-02,-1.4,-1.32,0.78,0.82
1.047104e-02,-1.4,-1.4,0.82,0.78
1.047120e-02,-1.4,-1.32,0.82,0.82
1.047136e-02,-1.4,-1.4,0.82,0.78
1.047152e-02,-1.4,-1.32,0.78,0.82
1.047168e-02,-1.4,-1.48,0.82,0.78
1.047184e-02,-1.4,-1.32,0.78,0.82
1.047200e-02,-1.4,-1.4,0.82,0.78
1.047216e-02,-1.4,-1.32,0.82,0.82
1.047232e-02,-1.4,-1.4,0.82,0.78
1.047248e-02,-1.4,-1.32,0.78,0.82
1.047264e-02,-1.4,-1.4,0.82,0.78
1.047280e-02,-1.4,-1.32,0.78,0.82
1.047296e-02,-1.32,-1.4,0.78,0.78
1.047312e-02,-1.4,-1.32,0.82,0.82
1.047328e-02,-1.4,-1.4,0.78,0.78
1.047344e-02,-1.4,-1.32,0.78,0.82
1.047360e-02,-1.4,-1.48,0.78,0.78
1.047376e-02,-1.4,-1.32,0.82,0.82
1.047392e-02,-1.4,-1.48,0.82,0.78
1.047408e-02,-1.4,-1.32,0.82,0.82
1.047424e-02,-1.4,-1.48,0.82,0.78
1.047440e-02,-1.4,-1.32,0.82,0.82
1.047456e-02,-1.4,-1.48,0.82,0.78
1.047472e-02,-1.4,-1.32,0.82,0.82
1.047488e-02,-1.4,-1.4,0.78,0.78
1.047504e-02,-1.4,-1.32,0.78,0.82
1.047520e-02,-1.4,-1.48,0.82,0.78
1.047536e-02,-1.4,-1.32,0.82,0.82
1.047552e-02,-1.4,-1.48,0.78,0.78
1.047568e-02,-1.4,-1.32,0.82,0.82
1.047584e-02,-1.4,-1.48,0.78,0.78
1.047600e-02,-1.4,-1.32,0.78,0.82
1.047616e-02,-1.4,-1.48,0.78,0.78
1.047632e-02,-1.4,-1.32,0.78,0.82
1.047648e-02,-1.4,-1.48,0.78,0.78
1.047664e-02,-1.4,-1.32,0.82,0.82
1.047680e-02,-1.32,-1.4,0.82,0.78
1.047696e-02,-1.4,-1.32,0.78,0.82
1.047712e-02,-1.4,-1.4,0.78,0.78
1.047728e-02,-1.4,-1.32,0.78,0.82
1.047744e-02,-1.32,-1.4,0.82,0.78
1.047760e-02,-1.4,-1.24,0.78,0.82
1.047776e-02,-1.32,-1.4,0.82,0.78
1.047792e-02,-1.4,-1.32,0.82,0.82
1.047808e-02,-1.4,-1.4,0.82,0.78
1.047824e-02,-1.32,-1.32,0.82,0.82
1.047840e-02,-1.32,-1.4,0.82,0.78
1.047856e-02,-1.4,-1.32,0.82,0.82
1.047872e-02,-1.4,-1.4,0.82,0.78
1.047888e-02,-1.4,-1.32,0.82,0.82
1.047904e-02,-1.4,-1.4,0.78,0.78
1.047920e-02,-1.4,-1.32,0.82,0.82
1.047936e-02,-1.32,-1.4,0.82,0.78
1.047952e-02,-1.32,-1.24,0.78,0.82
1.047968e-02,-1.32,-1.4,0.82,0.78
1.047984e-02,-1.32,-1.24,0.82,0.82
1.048000e-02,-1.4,-1.4,0.82,0.78
1.048016e-02,-1.32,-1.24,0.82,0.82
1.048032e-02,-1.4,-1.4,0.82,0.78
1.048048e-02,-1.4,-1.32,0.82,0.82
1.048064e-02,-1.4,-1.4,0.82,0.78
1.048080e-02,-1.32,-1.32,0.82,0.82
1.048096e-02,-1.32,-1.4,0.82,0.78
1.048112e-02,-1.4,-1.32,0.78,0.82
1.048128e-02,-1.4,-1.4,0.82,0.78
1.048144e-02,-1.4,-1.32,0.82,0.82
1.048160e-02,-1.4,-1.48,0.82,0.78
1.048176e-02,-1.4,-1.32,0.82,0.82
1.048192e-02,-1.48,-1.48,0.82,0.78
1.048208e-02,-1.4,-1.32,0.82,0.82
1.048224e-02,-1.48,-1.48,0.78,0.78
1.048240e-02,-1.4,-1.32,0.82,0.82
1.048256e-02,-1.4,-1.48,0.78,0.78
1.048272e-02,-1.4,-1.32,0.82,0.82
1.048288e-02,-1.4,-1.4,0.82,0.78
1.048304e-02,-1.32,-1.32,0.82,0.82
1.048320e-02,-1.4,-1.4,0.78,0.78
1.048336e-02,-1.4,-1.32,0.78,0.82
1.048352e-02,-1.4,-1.4,0.78,0.78
1.048368e-02,-1.32,-1.32,0.78,0.82
1.048384e-02,-1.4,-1.4,0.82,0.78
1.048400e-02,-1.32,-1.24,0.82,0.82
1.048416e-02,-1.4,-1.4,0.82,0.78
1.048432e-02,-1.4,-1.24,0.78,0.82
1.048448e-02,-1.4,-1.4,0.78,0.78
1.048464e-02,-1.32,-1.32,0.82,0.82
1.048480e-02,-1.4,-1.4,0.82,0.78
1.048496e-02,-1.32,-1.24,0.82,0.82
1.048512e-02,-1.32,-1.4,0.82,0.78
1.048528e-02,-1.32,-1.32,0.78,0.82
1.048544e-02,-1.32,-1.4,0.82,0.78
1.048560e-02,-1.4,-1.32,0.78,0.82
1.048576e-02,-1.32,-1.4,0.78,0.78
1.048592e-02,-1.4,-1.32,0.82,0.82
1.048608e-02,-1.4,-1.4,0.78,0.78
1.048624e-02,-1.4,-1.32,0.82,0.82
1.048640e-02,-1.32,-1.4,0.78,0.78
1.048656e-02,-1.4,-1.32,0.82,0.82
1.048672e-02,-1.4,-1.4,0.82,0.78
1.048688e-02,-1.4,-1.32,0.78,0.82
1.048704e-02,-1.4,-1.4,0.82,0.78
1.048720e-02,-1.4,-1.32,0.82,0.82
1.048736e-02,-1.4,-1.4,0.78,0.78
1.048752e-02,-1.32,-1.24,0.78,0.82
1.048768e-02,-1.4,-1.4,0.82,0.78
1.048784e-02,-1.4,-1.32,0.78,0.82
1.048800e-02,-1.4,-1.4,0.82,0.78
1.048816e-02,-1.4,-1.24,0.82,0.82
1.048832e-02,-1.4,-1.4,0.82,0.78
1.048848e-02,-1.4,-1.32,0.78,0.82
1.048864e-02,-1.32,-1.4,0.82,0.78
1.048880e-02,-1.4,-1.32,0.82,0.82
1.048896e-02,-1.4,-1.4,0.82,0.78
1.048912e-02,-1.4,-1.32,0.82,0.82
1.048928e-02,-1.32,-1.4,0.82,0.78
1.048944e-02,-1.4,-1.24,0.82,0.82
1.048960e-02,-1.4,-1.4,0.82,0.78
1.048976e-02,-1.4,-1.32,0.82,0.82
1.048992e-02,-1.4,-1.48,0.78,0.78
1.049008e-02,-1.48,-1.32,0.82,0.82
1.049024e-02,-1.48,-1.56,0.82,0.78
1.049040e-02,-1.48,-1.32,0.78,0.82
1.049056e-02,-1.48,-1.48,0.82,0.78
1.049072e-02,-1.48,-1.32,0.82,0.82
1.049088e-02,-1.4,-1.48,0.82,0.78
1.049104e-02,-1.4,-1.32,0.82,0.82
1.049120e-02,-1.4,-1.4,0.82,0.78
1.049136e-02,-1.32,-1.32,0.82,0.82
1.049152e-02,-1.4,-1.48,0.82,0.78
1.049168e-02,-1.4,-1.32,0.82,0.82
1.049184e-02,-1.4,-1.48,0.78,0.78
1.049200e-02,-1.4,-1.32,0.78,0.82
1.049216e-02,-1.4,-1.48,0.78,0.78
1.049232e-02,-1.4,-1.32,0.82,0.82
1.049248e-02,-1.4,-1.4,0.82,0.78
1.049264e-02,-1.32,-1.32,0.82,0.82
1.049280e-02,-1.32,-1.4,0.82,0.78
1.049296e-02,-1.4,-1.32,0.82,0.82
1.049312e-02,-1.32,-1.4,0.78,0.78
1.049328e-02,-1.4,-1.24,0.82,0.82
1.049344e-02,-1.4,-1.4,0.78,0.78
1.049360e-02,-1.32,-1.32,0.82,0.82
1.049376e-02,-1.32,-1.4,0.78,0.78
1.049392e-02,-1.4,-1.24,0.82,0.82
1.049408e-02,-1.32,-1.4,0.82,0.78
1.049424e-02,-1.32,-1.32,0.82,0.82
1.049440e-02,-1.32,-1.4,0.78,0.78
1.049456e-02,-1.32,-1.24,0.82,0.82
1.049472e-02,-1.32,-1.4,0.82,0.78
1.049488e-02,-1.32,-1.24,0.82,0.82
1.049504e-02,-1.32,-1.4,0.82,0.78
1.049520e-02,-1.32,-1.24,0.78,0.82
1.049536e-02,-1.32,-1.4,0.78,0.78
1.049552e-02,-1.32,-1.32,0.82,0.82
1.049568e-02,-1.32,-1.4,0.82,0.78
1.049584e-02,-1.32,-1.24,0.78,0.82
1.049600e-02,-1.4,-1.4,0.78,0.78
1.049616e-02,-1.32,-1.24,0.82,0.82
1.049632e-02,-1.32,-1.4,0.78,0.78
1.049648e-02,-1.32,-1.24,0.82,0.82
1.049664e-02,-1.4,-1.4,0.82,0.78
1.049680e-02,-1.32,-1.24,0.78,0.82
1.049696e-02,-1.32,-1.4,0.82,0.78
1.049712e-02,-1.4,-1.24,0.78,0.82
1.049728e-02,-1.4,-1.4,0.78,0.78
1.049744e-02,-1.32,-1.32,0.82,0.82
1.049760e-02,-1.32,-1.4,0.82,0.78
1.049776e-02,-1.32,-1.24,0.78,0.82
1.049792e-02,-1.32,-1.4,0.78,0.78
1.049808e-02,-1.4,-1.32,0.82,0.82
1.049824e-02,-1.4,-1.4,0.82,0.78
1.049840e-02,-1.4,-1.32,0.78,0.82
1.049856e-02,-1.4,-1.4,0.78,0.78
1.049872e-02,-1.4,-1.24,0.78,0.82
1.049888e-02,-1.4,-1.4,0.82,0.78
1.049904e-02,-1.4,-1.32,0.78,0.82
1.049920e-02,-1.4,-1.4,0.82,0.78
1.049936e-02,-1.4,-1.32,0.78,0.82
1.049952e-02,-1.4,-1.4,0.82,0.78
1.049968e-02,-1.32,-1.32,0.82,0.82
1.049984e-02,-1.32,-1.4,0.78,0.78
1.050000e-02,-1.4,-1.24,0.78,0.82
1.050016e-02,-1.32,-1.4,0.82,0.78
1.050032e-02,-1.4,-1.24,0.82,0.82
1.050048e-02,-1.32,-1.4,0.82,0.78
1.050064e-02,-1.4,-1.32,0.82,0.82
1.050080e-02,-1.4,-1.4,0.82,0.78
1.050096e-02,-1.32,-1.32,0.78,0.82
1.050112e-02,-1.4,-1.4,0.78,0.78
1.050128e-02,-1.32,-1.24,0.78,0.82
1.050144e-02,-1.4,-1.4,0.82,0.78
1.050160e-02,-1.32,-1.24,0.82,0.82
1.050176e-02,-1.32,-1.4,0.82,0.78
1.050192e-02,-1.32,-1.24,0.82,0.82
1.050208e-02,-1.4,-1.4,0.82,0.78
1.050224e-02,-1.4,-1.32,0.82,0.82
1.050240e-02,-1.32,-1.48,0.82,0.78
1.050256e-02,-1.32,-1.24,0.78,0.82
1.050272e-02,-1.4,-1.4,0.82,0.78
1.050288e-02,-1.32,-1.24,0.82,0.82
1.050304e-02,-1.4,-1.4,0.82,0.78
1.050320e-02,-1.4,-1.24,0.78,0.82
1.050336e-02,-1.4,-1.48,0.78,0.78
1.050352e-02,-1.32,-1.24,0.82,0.82
1.050368e-02,-1.32,-1.4,0.78,0.78
1.050384e-02,-1.4,-1.32,0.78,0.82
1.050400e-02,-1.32,-1.4,0.78,0.78
1.050416e-02,-1.4,-1.32,0.78,0.82
1.050432e-02,-1.32,-1.4,0.82,0.78
1.050448e-02,-1.4,-1.24,0.78,0.82
1.050464e-02,-1.4,-1.4,0.82,0.78
1.050480e-02,-1.4,-1.24,0.82,0.82
1.050496e-02,-1.4,-1.4,0.82,0.78
1.050512e-02,-1.32,-1.32,0.78,0.82
1.050528e-02,-1.32,-1.4,0.82,0.78
1.050544e-02,-1.32,-1.32,0.82,0.82
1.050560e-02,-1.4,-1.48,0.82,0.78
1.050576e-02,-1.4,-1.32,0.78,0.82
1.050592e-02,-1.48,-1.48,0.78,0.78
1.050608e-02,-1.48,-1.32,0.82,0.82
1.050624e-02,-1.48,-1.48,0.82,0.78
1.050640e-02,-1.4,-1.4,0.82,0.82
1.050656e-02,-1.4,-1.48,0.82,0.78
1.050672e-02,-1.4,-1.32,0.82,0.82
1.050688e-02,-1.4,-1.48,0.78,0.78
1.050704e-02,-1.4,-1.32,0.82,0.82
1.050720e-02,-1.4,-1.4,0.82,0.78
1.050736e-02,-1.4,-1.32,0.82,0.82
1.050752e-02,-1.4,-1.48,0.82,0.78
1.050768e-02,-1.32,-1.24,0.82,0.82
1.050784e-02,-1.4,-1.4,0.82,0.78
1.050800e-02,-1.4,-1.24,0.82,0.82
1.050816e-02,-1.32,-1.4,0.82,0.78
1.050832e-02,-1.4,-1.32,0.82,0.82
1.050848e-02,-1.4,-1.4,0.78,0.78
1.050864e-02,-1.4,-1.32,0.78,0.82
1.050880e-02,-1.4,-1.4,0.82,0.78
1.050896e-02,-1.4,-1.32,0.78,0.82
1.050912e-02,-1.4,-1.48,0.82,0.78
1.050928e-02,-1.4,-1.32,0.78,0.82
1.050944e-02,-1.4,-1.4,0.78,0.78
1.050960e-02,-1.4,-1.32,0.82,0.82
1.050976e-02,-1.4,-1.48,0.82,0.78
1.050992e-02,-1.4,-1.32,0.78,0.82
1.051008e-02,-1.4,-1.4,0.82,0.78
1.051024e-02,-1.32,-1.32,0.82,0.82
1.051040e-02,-1.4,-1.4,0.82,0.78
1.051056e-02,-1.4,-1.24,0.78,0.82
1.051072e-02,-1.4,-1.4,0.82,0.78
1.051088e-02,-1.4,-1.32,0.82,0.82
1.051104e-02,-1.4,-1.48,0.82,0.78
1.051120e-02,-1.4,-1.32,0.82,0.82
1.051136e-02,-1.32,-1.4,0.78,0.78
1.051152e-02,-1.4,-1.32,0.82,0.82
1.051168e-02,-1.4,-1.4,0.82,0.78
1.051184e-02,-1.4,-1.32,0.78,0.82
1.051200e-02,-1.4,-1.4,0.82,0.78
1.051216e-02,-1.4,-1.32,0.78,0.82
1.051232e-02,-1.32,-1.4,0.82,0.78
1.051248e-02,-1.32,-1.32,0.82,0.82
1.051264e-02,-1.32,-1.4,0.78,0.78
1.051280e-02,-1.4,-1.32,0.82,0.82
1.051296e-02,-1.4,-1.4,0.82,0.78
1.051312e-02,-1.4,-1.24,0.78,0.82
1.051328e-02,-1.4,-1.4,0.82,0.78
1.051344e-02,-1.4,-1.32,0.82,0.82
1.051360e-02,-1.4,-1.4,0.82,0.78
1.051376e-02,-1.4,-1.32,0.78,0.82
1.051392e-02,-1.4,-1.4,0.82,0.78
1.051408e-02,-1.4,-1.32,0.78,0.82
1.051424e-02,-1.4,-1.48,0.82,0.78
1.051440e-02,-1.4,-1.32,0.82,0.82
1.051456e-02,-1.4,-1.48,0.78,0.78
1.051472e-02,-1.4,-1.32,0.78,0.82
1.051488e-02,-1.4,-1.4,0.82,0.78
1.051504e-02,-1.4,-1.32,0.82,0.82
1.051520e-02,-1.4,-1.4,0.78,0.78
1.051536e-02,-1.4,-1.32,0.82,0.82
1.051552e-02,-1.4,-1.4,0.82,0.78
1.051568e-02,-1.4,-1.32,0.82,0.82
1.051584e-02,-1.4,-1.4,0.78,0.78
1.051600e-02,-1.4,-1.24,0.78,0.82
1.051616e-02,-1.4,-1.4,0.82,0.78
1.051632e-02,-1.4,-1.32,0.82,0.82
1.051648e-02,-1.4,-1.4,0.78,0.78
1.051664e-02,-1.4,-1.24,0.78,0.82
1.051680e-02,-1.4,-1.4,0.78,0.78
1.051696e-02,-1.4,-1.32,0.82,0.82
1.051712e-02,-1.32,-1.4,0.82,0.78
1.051728e-02,-1.4,-1.32,0.82,0.82
1.051744e-02,-1.4,-1.4,0.78,0.78
1.051760e-02,-1.4,-1.32,0.78,0.82
1.051776e-02,-1.4,-1.4,0.82,0.78
1.051792e-02,-1.4,-1.32,0.82,0.82
1.051808e-02,-1.4,-1.4,0.78,0.78
1.051824e-02,-1.32,-1.32,0.78,0.82
1.051840e-02,-1.4,-1.4,0.78,0.78
1.051856e-02,-1.4,-1.32,0.82,0.82
1.051872e-02,-1.4,-1.4,0.82,0.78
1.051888e-02,-1.4,-1.32,0.78,0.82
1.051904e-02,-1.4,-1.4,0.82,0.78
1.051920e-02,-1.4,-1.32,0.78,0.82
1.051936e-02,-1.4,-1.4,0.82,0.78
1.051952e-02,-1.4,-1.32,0.78,0.82
1.051968e-02,-1.32,-1.4,0.78,0.78
1.051984e-02,-1.4,-1.24,0.82,0.82
1.052000e-02,-1.4,-1.4,0.82,0.78
1.052016e-02,-1.4,-1.32,0.82,0.82
1.052032e-02,-1.4,-1.48,0.82,0.78
1.052048e-02,-1.32,-1.32,0.78,0.82
1.052064e-02,-1.4,-1.48,0.82,0.78
1.052080e-02,-1.4,-1.32,0.82,0.82
1.052096e-02,-1.4,-1.48,0.82,0.78
1.052112e-02,-1.4,-1.32,0.82,0.82
1.052128e-02,-1.4,-1.48,0.78,0.78
1.052144e-02,-1.4,-1.32,0.82,0.82
1.052160e-02,-1.4,-1.4,0.82,0.78
1.052176e-02,-1.4,-1.32,0.78,0.82
1.052192e-02,-1.4,-1.4,0.78,0.78
1.052208e-02,-1.32,-1.32,0.78,0.82
1.052224e-02,-1.4,-1.4,0.82,0.78
1.052240e-02,-1.4,-1.32,0.82,0.82
1.052256e-02,-1.4,-1.4,0.82,0.78
1.052272e-02,-1.32,-1.32,0.82,0.82
1.052288e-02,-1.4,-1.48,0.82,0.78
1.052304e-02,-1.32,-1.32,0.82,0.82
1.052320e-02,-1.32,-1.48,0.82,0.78
1.052336e-02,-1.4,-1.24,0.82,0.82
1.052352e-02,-1.4,-1.4,0.82,0.78
1.052368e-02,-1.4,-1.24,0.82,0.82
1.052384e-02,-1.4,-1.4,0.82,0.78
1.052400e-02,-1.32,-1.24,0.78,0.82
1.052416e-02,-1.4,-1.4,0.82,0.78
1.052432e-02,-1.4,-1.32,0.82,0.82
1.052448e-02,-1.4,-1.4,0.78,0.78
1.052464e-02,-1.4,-1.32,0.78,0.82
1.052480e-02,-1.32,-1.4,0.82,0.78
1.052496e-02,-1.4,-1.32,0.82,0.82
1.052512e-02,-1.4,-1.48,0.82,0.78
1.052528e-02,-1.4,-1.32,0.82,0.82
1.052544e-02,-1.4,-1.4,0.82,0.78
1.052560e-02,-1.32,-1.32,0.82,0.82
1.052576e-02,-1.4,-1.4,0.78,0.78
1.052592e-02,-1.32,-1.24,0.78,0.82
1.052608e-02,-1.4,-1.4,0.78,0.78
1.052624e-02,-1.4,-1.32,0.82,0.82
1.052640e-02,-1.4,-1.48,0.82,0.78
1.052656e-02,-1.4,-1.32,0.82,0.82
1.052672e-02,-1.4,-1.48,0.82,0.78
1.052688e-02,-1.4,-1.32,0.82,0.82
1.052704e-02,-1.32,-1.4,0.82,0.78
1.052720e-02,-1.4,-1.32,0.82,0.82
1.052736e-02,-1.32,-1.4,0.78,0.78
1.052752e-02,-1.4,-1.32,0.82,0.82
1.052768e-02,-1.4,-1.4,0.82,0.78
1.052784e-02,-1.4,-1.32,0.82,0.82
1.052800e-02,-1.4,-1.4,0.82,0.78
1.052816e-02,-1.4,-1.32,0.82,0.82
1.052832e-02,-1.4,-1.4,0.82,0.78
1.052848e-02,-1.4,-1.32,0.82,0.82
1.052864e-02,-1.4,-1.4,0.82,0.78
1.052880e-02,-1.4,-1.24,0.78,0.82
1.052896e-02,-1.4,-1.4,0.82,0.78
1.052912e-02,-1.4,-1.24,0.82,0.82
1.052928e-02,-1.4,-1.4,0.82,0.78
1.052944e-02,-1.4,-1.32,0.82,0.82
1.052960e-02,-1.4,-1.48,0.82,0.78
1.052976e-02,-1.4,-1.24,0.82,0.82
1.052992e-02,-1.4,-1.4,0.82,0.78
1.053008e-02,-1.4,-1.32,0.82,0.82
1.053024e-02,-1.4,-1.48,0.82,0.78
1.053040e-02,-1.4,-1.32,0.82,0.82
